record_id|financial_year|constituency|ward|project_name|project_category|project_description|approved_budget_zmw|amount_disbursed_zmw|amount_spent_zmw|project_status|completion_percentage|approval_date|completion_date|beneficiaries|contractor|source_title|source_url|date_accessed|notes
LCC-CDF-DEFER-084||Matero|Kapwepwe Ward|Erection and installation of solar street lighting|Roads and drainage|Erection and installation of solar street lighting||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8.
LCC-CDF-DEFER-085||Matero||Construction of science laboratory (chemistry and physics)at yotam muleya secondary school Matero|Education|Construction of science laboratory (chemistry and physics)at yotam muleya secondary school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-086||Matero||Completion of school hall at emmasdale primary school Matero|Education|Completion of school hall at emmasdale primary school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-087||Matero||Purchase of 200 desks at matero secondary school Matero|Education|Purchase of 200 desks at matero secondary school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-088||Matero||Construction of Ablution Block at matero secondary school Matero|Education|Construction of Ablution Block at matero secondary school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-089||Matero||Completion of school hall at matero secondary school Matero|Education|Completion of school hall at matero secondary school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-090||Matero||Supply and delivery of 460 desks at muchinga combined school Matero|Education|Supply and delivery of 460 desks at muchinga combined school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-091||Matero||Construction of school wall fence at Nelson Mandela school|Education|Construction of school wall fence at Nelson Mandela school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-092||Matero||Construction of a 1x4 CRB at Muchinga combined school Matero|Education|Construction of a 1x4 CRB at Muchinga combined school Matero||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-093||Matero||Erection and installation of solar street lighting|Roads and drainage|Erection and installation of solar street lighting||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-094||Matero||Expansion of Chimwemwe Health post (mothers shelter and fence)|Health|Expansion of Chimwemwe Health post (mothers shelter and fence)||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-095||Matero||Construction of drainage from Campus Corner to twikatane ground and chocolate road|Roads and drainage|Construction of drainage from Campus Corner to twikatane ground and chocolate road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-096||Matero||Construction of the Bridge at kapwepwe Bridge|Roads and drainage|Construction of the Bridge at kapwepwe Bridge||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-097||Matero||Grading and Gravelling of selected roads in Mabvuto|Roads and drainage|Grading and Gravelling of selected roads in Mabvuto||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-098||Matero||Purchase and supply of 1500 desks in kapwepwe school|Education|Purchase and supply of 1500 desks in kapwepwe school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-099||Matero||Construction of a 1x4 classroom block at Muchinga combined school|Education|Construction of a 1x4 classroom block at Muchinga combined school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 9. The ward was unclear and was left blank.
LCC-CDF-DEFER-100||Munali||Proposed uplifting of munali police post|Public safety|Proposed uplifting of munali police post||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-101||Munali||Proposed construction of a school hall at chelstone secondary school|Education|Proposed construction of a school hall at chelstone secondary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-102||Munali||Proposed construction of an Ablution block and Drilling of borehole/installation of water reticulation at Avondale market|Markets and commerce|Proposed construction of an Ablution block and Drilling of borehole/installation of water reticulation at Avondale market||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-103||Munali|Chankunkula Ward|Construction of madimba Bridge|Roads and drainage|Construction of madimba Bridge||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10.
LCC-CDF-DEFER-104||Munali||Repair of garbage community truck MUNALI|Other community infrastructure|Repair of garbage community truck MUNALI||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-105||Munali|Chankunkula Ward|Kamanga matumbi road via overspill|Roads and drainage|Kamanga matumbi road via overspill||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10.
LCC-CDF-DEFER-106||Munali||Kaunda square stage 1 ground road through ADA to chamba valley MUNALI|Roads and drainage|Kaunda square stage 1 ground road through ADA to chamba valley MUNALI||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-107||Munali||Chamba valley road MUNALI|Roads and drainage|Chamba valley road MUNALI||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-108||Munali||Borehole drilling and toilets at Avondale market|Markets and commerce|Borehole drilling and toilets at Avondale market||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-109||Munali||Procurement of 500 desks|Education|Procurement of 500 desks||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-110||Munali||Complete set of solar panels for kalingalinga clinic and police post|Health|Complete set of solar panels for kalingalinga clinic and police post||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-111||Munali||Rehabilitation of munali boys secondary school classroom MUNALI|Education|Rehabilitation of munali boys secondary school classroom MUNALI||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-DEFER-112||Munali||Construction of school hall|Education|Construction of school hall||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 10. The ward was unclear and was left blank.
LCC-CDF-APPROVED-2024-001|2024|Chawama|John Howard Ward 3|John Patuka via Distinction School-Off Lime Road (1.10 km)|Roads and drainage|John Patuka via Distinction School-Off Lime Road (1.10 km)||||Approved||2024-02-02||||Chawama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-002|2024|Chawama|Nkoloma Ward 1|Katwishi Road (0.8 km)|Roads and drainage|Katwishi Road (0.8 km)||||Approved||2024-02-02||||Chawama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-003|2024|Chawama|Nkoloma Ward 1|Uweka Road (1 km)|Roads and drainage|Uweka Road (1 km)||||Approved||2024-02-02||||Chawama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-004|2024|Chawama|Chawama Ward 2|Alex to Mount Meru Road (0.87 km)|Roads and drainage|Alex to Mount Meru Road (0.87 km)||||Approved||2024-02-02||||Chawama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-005|2024|Chawama|Lilayi Ward 4|Lilayi Close Road (2.25 km)|Roads and drainage|Lilayi Close Road (2.25 km)||||Approved||2024-02-02||||Chawama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-006|2024|Chawama|Constituency-wide|Procurement of an ambulance|Equipment and vehicles|Procurement of an ambulance||||Approved||2024-02-02||||Chawama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-007|2024|Kabwata|Libala Ward|Completion of a 1x3 classroom block at Lusakasa Primary School|Education|Completion of a 1x3 classroom block at Lusakasa Primary School||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-008|2024|Kabwata|Libala Ward|Completion of a 1x2 laboratory block at Mkandawire Secondary School|Education|Completion of a 1x2 laboratory block at Mkandawire Secondary School||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-009|2024|Kabwata|Libala Ward|Grading and gravelling of Katata Road|Roads and drainage|Grading and gravelling of Katata Road||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-010|2024|Kabwata|Libala Ward|Grading and gravelling of Kalulu Street (0.155 km)|Roads and drainage|Grading and gravelling of Kalulu Street (0.155 km)||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-011|2024|Kabwata|Libala Ward|Grading and gravelling of Kabuzu Street (0.25 km)|Roads and drainage|Grading and gravelling of Kabuzu Street (0.25 km)||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-012|2024|Kabwata|Libala Ward|Grading and gravelling of Kalabi Road (0.25 km)|Roads and drainage|Grading and gravelling of Kalabi Road (0.25 km)||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-013|2024|Kabwata|Libala Ward|Road works off Nationalist Road opposite shopping mall|Roads and drainage|Road works off Nationalist Road opposite shopping mall||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-014|2024|Kabwata|Libala Ward|Furniture for Katungu Police Post|Public safety|Furniture for Katungu Police Post||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-015|2024|Kabwata|Kabwata Ward 6|Completion of a 1x3 classroom block at Kabwata Primary School|Education|Completion of a 1x3 classroom block at Kabwata Primary School||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-016|2024|Kabwata|Kabwata Ward 6|Completion of a 1x3 classroom block at St Patricks Primary School|Education|Completion of a 1x3 classroom block at St Patricks Primary School||||Approved||2024-04-19||||Kabwata Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-017|2024|Kanyama|Constituency-wide|Procurement of an ambulance|Equipment and vehicles|Procurement of an ambulance||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-018|2024|Kanyama|Chinika Ward|Furnishing and paving at Chinika Community Hall|Roads and drainage|Furnishing and paving at Chinika Community Hall||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-019|2024|Kanyama|Kanyama Ward 13|Construction of a dressing room at Twashuka|Other community infrastructure|Construction of a dressing room at Twashuka||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-020|2024|Kanyama|Harry Mwaanga Nkumbula Ward|Extension of the mobile traders shelter at John Laing|Markets and commerce|Extension of the mobile traders shelter at John Laing||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-021|2024|Kanyama|Munkolo Ward|Procurement of 638 desks for Bayuni, Linda, Munkolo and ZOCS|Education|Procurement of 638 desks for Bayuni, Linda, Munkolo and ZOCS||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-022|2024|Kanyama|Kanyama Ward 13|Procurement of 411 desks for Twashuka Combined School|Education|Procurement of 411 desks for Twashuka Combined School||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-023|2024|Kanyama|Chinika Ward|Procurement of 1,125 desks|Education|Procurement of 1,125 desks||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-024|2024|Kanyama|Harry Mwaanga Nkumbula Ward|Procurement of 626 desks for John Laing and Chibolya|Education|Procurement of 626 desks for John Laing and Chibolya||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-025|2024|Kanyama|Garden Park Ward|Rehabilitation of Twin Palm and Garden Park roads|Roads and drainage|Rehabilitation of Twin Palm and Garden Park roads||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-026|2024|Kanyama|Makeni Villa Ward|Rehabilitation of Transmitter Road|Roads and drainage|Rehabilitation of Transmitter Road||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-027|2024|Kanyama|Harry Mwaanga Nkumbula Ward|Rehabilitation of Kampasa Road|Roads and drainage|Rehabilitation of Kampasa Road||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-028|2024|Kanyama|Chinika Ward|Rehabilitation of selected roads in Chinika|Roads and drainage|Rehabilitation of selected roads in Chinika||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-029|2024|Kanyama|Munkolo Ward|Rehabilitation of Master Luu Road|Roads and drainage|Rehabilitation of Master Luu Road||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-030|2024|Kanyama|Munkolo Ward|Rehabilitation of Ross Breeders Road|Roads and drainage|Rehabilitation of Ross Breeders Road||||Approved||2024-08-08||||Kanyama Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-031|2024|Lusaka Central|Independence Ward|Construction of a 1x3 classroom block at Jacaranda Secondary School Phase 2|Education|Construction of a 1x3 classroom block at Jacaranda Secondary School Phase 2||||Approved||2024-03-18||||Lusaka Central Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-032|2024|Lusaka Central|Kabulonga Ward|Rehabilitation of sanitary installations at Bauleni Police Post|Public safety|Rehabilitation of sanitary installations at Bauleni Police Post||||Approved||2024-03-18||||Lusaka Central Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-033|2024|Lusaka Central|Kabulonga Ward|Rehabilitation of the ceiling and floor at Kabulonga Boys Secondary School|Education|Rehabilitation of the ceiling and floor at Kabulonga Boys Secondary School||||Approved||2024-03-18||||Lusaka Central Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-034|2024|Lusaka Central|Kabulonga Ward|Construction of a mortuary at Bauleni Mini Hospital|Health|Construction of a mortuary at Bauleni Mini Hospital||||Approved||2024-03-18||||Lusaka Central Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-035|2024|Lusaka Central|Kabulonga Ward|Construction of the road between ZAF and Bauleni Township Phase 1|Roads and drainage|Construction of the road between ZAF and Bauleni Township Phase 1||||Approved||2024-03-18||||Lusaka Central Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
LCC-CDF-APPROVED-2024-036|2024|Lusaka Central|Kabulonga Ward|Procurement of ten tents|Other community infrastructure|Procurement of ten tents||||Approved||2024-03-18||||Lusaka Central Constituency 2024 CDF Project Approval|https://www.lcc.gov.zm/publications/|2026-09-14|Verified from the official 2024 constituency approval document. The available source did not report a project-specific budget, disbursement, expenditure, contractor, beneficiaries, completion percentage or completion date.
